51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
!6;SIMULATION;ECONOMY;CLASS;MEASURE;TERM;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068
*;70;EUR;IMMOBILIER;RET_IDX;0;100;108.8621435;107.4836103;109.0274702;123.8276407;148.6264241;116.228426;120.5391949;137.3728326;160.1198459;199.5145469;213.5449354;231.8984621;266.6349348;249.5074607;226.3449339;228.0703994;230.8987167;236.4682066;236.3574204;271.1248319;328.062894;332.5644876;319.5982789;341.8273752;412.1261083;437.7064826;473.6647246;554.0179483;662.8770567;816.1825057;1029.836053;1470.140519;1788.305557;2057.745719;2443.406015;3472.235848;3679.914385;3979.238501;3924.200535;3921.077523;5180.662722;6460.33938;7626.762489;8917.73887;11293.94066;13466.78467;17737.86027;26591.24132;33254.71829;38879.36467
*;71;EUR;VALN;DEF;0;1;1.003341126;1.00400834;1.002845595;0.999277738;0.997229198;0.997320114;1.001914123;1.009320733;1.01654499;1.018365439;1.013556318;1.001593861;0.980455489;0.956546701;0.927328147;0.894288271;0.856019285;0.817037194;0.772284903;0.720340285;0.669657513;0.619577806;0.573171801;0.522544381;0.470966855;0.422906229;0.380306779;0.347056225;0.318625239;0.294161035;0.274165103;0.257857692;0.244729971;0.232532767;0.222418895;0.212823986;0.204604779;0.196776552;0.188036094;0.179297203;0.171504162;0.164461166;0.158689259;0.152920763;0.147584212;0.143311576;0.139722443;0.136400796;0.132825449;0.128608213
*;71;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.7635292;101.5087892;102.4183677;103.114992;103.5754184;103.5694638;102.9652534;102.5256329;102.1728136;102.0684731;102.6705923;104.0077742;105.6992941;107.8911607;110.8529843;114.6837616;119.2185801;124.86059;132.2511906;140.5982876;150.001513;160.2112449;173.0600957;188.622817;206.3443321;224.8678926;240.6696668;255.3350584;269.2711327;281.6513655;291.818031;299.4400767;306.4076954;311.5449137;316.0153497;319.0215607;322.1344802;326.312749;331.4943815;335.9324572;338.3487201;339.2345257;340.2049068;340.4622425;339.4213567;335.8175291;331.9531678;328.2330368;325.0059353
*;71;EUR;EQUITY;RET_IDX;0;100;96.50385337;109.2504297;114.6002197;111.6107659;122.4216869;144.4495352;126.5505798;162.9375752;151.6425065;202.8149754;214.3209943;241.5280595;247.5562558;307.4402288;408.5650276;420.1586277;344.0127732;342.4114073;357.4407373;363.3792181;467.0804381;477.8103943;504.3675847;499.7458405;709.8744912;651.7450317;853.9955316;1094.821551;1133.367341;1324.691574;1218.914123;1169.015535;1213.556541;1192.547595;1174.353965;1107.289542;1034.864162;1007.91455;1584.228397;1511.711712;1233.354428;1490.336991;1656.279981;1909.668607;2054.474573;1442.053462;1163.886185;1440.031652;2079.188504;2660.165896
*;71;EUR;IMMOBILIER;RET_IDX;0;100;98.12198864;83.00839992;84.02040339;83.70792569;82.06019742;83.39990129;76.20376013;81.95726267;92.69812709;92.42821892;93.53867543;96.91436089;101.2567899;109.6360413;118.6911392;130.9775745;125.0106169;145.7923852;166.4656075;178.5918118;183.1908365;176.5103453;240.1930068;266.1857448;299.7645323;339.4408659;380.6767416;416.5344739;457.7277412;438.8875232;420.9247383;415.4365417;435.115263;433.3716174;484.6445084;447.7767764;472.72039;499.8723546;539.6089947;563.741815;552.2035764;558.9931801;695.9787315;661.645786;619.2015629;560.1510804;575.9147762;628.0286206;656.0871717;780.0179807
*;72;EUR;VALN;DEF;0;1;1.003341126;1.006594174;1.005978602;1.001490813;1.000168968;1.000300619;1.001437401;1.002538362;1.002343857;1.000852242;0.997519537;0.993998001;0.98763902;0.98151046;0.975182074;0.968226122;0.960722805;0.949466358;0.937858342;0.928128474;0.919521945;0.908321112;0.897830819;0.890379005;0.883916792;0.879274404;0.877110435;0.873941523;0.872565452;0.871580012;0.871244976;0.869696257;0.865493029;0.857236155;0.84638436;0.831571978;0.81029613;0.789660154;0.764348064;0.737531935;0.712306687;0.691611743;0.671605175;0.652070961;0.633933372;0.61923163;0.607576878;0.599696739;0.594265678;0.588093154
*;72;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.4990185;101.1801978;102.2698424;103.3875525;104.4714471;105.2677894;106.0624492;106.846268;107.8852531;108.8847408;110.0079462;111.3616026;112.9241325;114.5747467;116.2548847;117.8344011;119.7593638;121.4989879;122.7867892;123.6698424;124.6788461;125.4805258;125.9441034;126.2117681;126.6252503;127.1625574;127.9267245;128.5986556;129.213056;130.0559351;131.3229172;133.4012251;136.3209896;139.9948538;144.4925963;150.238495;156.652126;164.1795536;172.8600161;181.8002092;190.3572895;199.3848538;208.7045495;218.3256774;227.6912063;235.9459192;242.6795708;248.7481627;254.9755219
*;72;EUR;EQUITY;RET_IDX;0;100;87.03336844;76.76914596;79.95636837;69.74277332;52.87180975;44.06888293;44.18343949;38.35513003;44.26750768;47.75254015;43.43625057;50.2204496;39.26961926;37.26758681;57.34442031;61.730554;49.00198898;43.67596508;38.91891609;25.61896126;26.31536261;27.14917471;22.80172991;20.6875364;26.9156514;26.20017309;25.20330897;19.66193867;13.33883762;12.74271642;10.73526296;9.069439524;8.879036554;8.368779429;8.460777494;8.814016113;8.277128421;6.193806298;6.718237134;7.766831781;5.732308622;8.673255492;6.711378645;4.965227833;5.300550191;4.068742664;3.353396365;2.66756416;2.890036108;3.024542704
*;72;EUR;IMMOBILIER;RET_IDX;0;100;94.78568584;105.0784465;114.2971853;94.76956401;93.41842636;91.75095737;106.7953417;101.323767;113.1223251;121.0383794;116.5741991;120.5076957;98.14293787;101.5056846;111.3962175;119.7038877;126.6411994;105.0150416;94.92568068;78.91258373;82.09445096;72.69089336;67.42861388;68.64903622;67.79433209;65.7802977;66.26947323;53.27945324;50.73443523;45.51119877;44.03013365;43.64999751;42.81910398;42.67905269;42.97570431;53.52088804;50.3905322;57.62991129;65.20453123;59.74150475;61.48704728;62.93377132;60.96523545;67.09220938;59.91846215;58.43564626;49.25940802;45.09453899;50.15222197;47.54071467
*;73;EUR;VALN;DEF;0;1;1.003341126;1.004588782;0.995304828;0.979684677;0.95580846;0.927486164;0.897875431;0.873247637;0.853611135;0.838979294;0.829145784;0.823523809;0.81993819;0.818324857;0.821234366;0.829954556;0.839918758;0.851629622;0.863666971;0.875454275;0.885048788;0.890834278;0.895856313;0.899270184;0.899081216;0.896608555;0.89270811;0.889790406;0.887188598;0.885238995;0.88094936;0.878951964;0.874124689;0.868360433;0.865205617;0.864050918;0.86277735;0.861188533;0.85981403;0.856633174;0.851089559;0.838662434;0.82322003;0.803968005;0.785292932;0.769424655;0.756420637;0.74558635;0.736008267;0.725013954
*;73;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.7692777;101.9665612;103.9252589;106.6434639;109.7526528;112.9237076;115.5122884;117.4440316;118.335307;118.243;117.1982939;115.8020577;114.2119933;112.1520832;109.601357;107.0381068;104.5872148;102.3302653;100.5055405;99.05469571;98.08098579;97.46675002;97.0703546;96.85520116;96.85458281;97.08023004;97.28825391;97.48333011;97.70774685;98.15023506;98.60811132;99.33101505;100.2302395;101.1994759;102.2268612;103.34177;104.4414296;105.4528227;106.6504469;107.9703465;110.1665085;113.0355783;116.5431997;119.8714109;122.8368117;125.2450056;127.4581333;129.3023613;131.3590322
*;73;EUR;EQUITY;RET_IDX;0;100;121.3984476;115.6018246;99.24130799;115.6726107;86.71890806;83.94285946;62.66485364;78.16994301;71.27663228;71.37969678;64.91782688;61.62377898;66.09318758;59.19986669;62.35514981;64.84205965;70.4384267;66.3021348;54.87224535;37.99889816;41.25698552;38.20009804;42.55082725;43.54036288;43.95113352;33.43854549;32.71989905;30.53466963;34.05371951;45.76969714;45.98041185;48.26107005;44.82287157;49.57466421;34.18814345;24.30760458;18.86636002;20.02349627;22.34634588;22.34030639;31.92243431;31.68209838;26.64881591;22.7610603;22.5112329;24.84711745;31.76142775;30.38282799;36.6574471;37.66756834
*;73;EUR;IMMOBILIER;RET_IDX;0;100;100.5113203;128.6541847;130.9731921;149.6086846;147.6154335;161.5589197;148.4978538;143.683962;144.4345804;144.9757086;142.6664586;150.2721254;151.586045;126.7612161;129.8995018;139.0435914;142.8766207;132.2256276;126.5871358;137.7313306;145.2120135;136.2790818;133.9961303;132.0973539;132.08715;118.404041;103.4406033;95.8706429;99.77413799;117.4732236;92.19617706;102.4798349;100.2466363;83.37321396;78.70299011;77.42469646;77.34181566;81.42751696;92.62056628;92.67323843;116.0670766;101.3677881;107.9020006;96.51237223;79.48543201;76.50441707;72.19182677;74.61532097;90.51415746;101.4805333
*;74;EUR;VALN;DEF;0;1;1.003341126;1.000901955;0.993724942;0.988298886;0.987425358;0.99133976;0.992443944;0.98868762;0.97894663;0.967843431;0.963451918;0.966250993;0.974696065;0.984181583;0.995201821;1.009440075;1.02503983;1.039068685;1.054420616;1.069090587;1.077926374;1.081504338;1.079084831;1.076628773;1.075719418;1.075909514;1.074742886;1.071382604;1.066585792;1.064497675;1.065375366;1.066774249;1.06855056;1.068504082;1.067134575;1.066427554;1.065498188;1.061415255;1.056502217;1.050432544;1.0471894;1.046016045;1.043185204;1.038941727;1.032719178;1.028329393;1.025325545;1.018580368;1.012506347;1.005916072
*;74;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.7733045;101.72557;102.7531319;103.5434491;103.9492194;104.423765;105.203135;106.5620852;108.0976693;108.9357487;109.014547;108.545212;107.8148752;106.900817;105.7176706;104.2925904;102.6323305;100.8466823;99.00256763;97.1591848;95.35851571;93.62157073;91.59135508;89.1620989;86.22974333;83.18525832;79.79761261;76.20610223;72.14869502;67.87037508;63.5547506;59.27060858;55.01726494;50.8012692;46.6986024;42.7689731;39.05383035;35.59339601;32.41789854;29.33084263;26.46159262;23.79189591;21.36321114;19.15559466;17.18430005;15.40343731;13.84370175;12.46675488;11.2383697
*;74;EUR;EQUITY;RET_IDX;0;100;80.98185168;99.76384344;99.75692969;72.12291699;66.44665025;72.28038257;98.22124927;113.5653583;145.6134564;115.7130297;128.9176769;114.3673248;97.19574935;66.33272868;58.08079258;50.68685644;31.05704897;28.3749519;26.03627253;30.66054665;27.19441026;25.25504203;21.76995371;17.96731321;16.56482352;24.8095746;23.99678173;21.12579185;20.51607358;20.13357604;26.87149456;23.08855165;26.72339695;26.83172456;23.94437949;23.12895097;24.43562987;24.68236472;19.24737786;15.39619042;18.14344907;22.09441921;20.84448633;22.56423227;18.55659885;17.38304069;13.66310831;15.06305797;13.50790179;5.782199238
*;74;EUR;IMMOBILIER;RET_IDX;0;100;116.029667;119.7244208;103.8492172;96.89481231;83.26087756;89.3643752;95.62617696;114.7186124;128.0979846;100.4857947;93.07542764;77.21451661;84.02682328;74.33366634;64.95130059;57.59228573;66.86110153;55.94470222;53.47224688;65.26874603;63.57394701;71.83817013;61.5488444;57.28492947;53.68037893;59.88190242;71.06684919;68.25098371;74.16660947;71.91847659;72.6277385;79.84849203;87.60904257;87.02062716;75.93336583;83.11832958;83.60091486;82.49078811;84.92471083;88.61475125;96.6988921;101.9739324;107.2278761;103.2466674;83.93635007;81.32052314;80.03359398;65.50610618;62.4028663;48.34822055
*;75;EUR;VALN;DEF;0;1;1.003341126;1.008283952;1.016322698;1.02561319;1.035365288;1.041965736;1.044211411;1.0475136;1.05092859;1.052815313;1.056209306;1.05673937;1.054508514;1.052455111;1.049313598;1.045455816;1.040162177;1.038405021;1.028009389;1.011035327;0.98894981;0.968595015;0.945365398;0.909166128;0.857355315;0.7988089;0.739981105;0.674977311;0.606159961;0.53772888;0.476812025;0.427868491;0.387285445;0.351348338;0.319142744;0.290854803;0.265156672;0.241963411;0.2199405;0.198141886;0.178499509;0.160120004;0.142628679;0.126452698;0.112760568;0.101603918;0.0931362;0.085813793;0.07925124;0.073269986
*;75;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.6079104;101.0889866;101.7785215;102.7076426;103.9639735;105.7702177;107.7168148;109.9266402;112.5121828;115.2235918;118.1199097;121.4307236;124.9504451;128.5092715;132.0618967;135.0089616;137.6571618;140.684608;144.3856087;148.7473182;152.9185432;157.1512276;162.9355535;171.5295694;182.8164165;195.9637932;212.8251564;234.2481782;260.6176428;289.2531087;317.172676;344.4525293;373.273418;403.8532579;436.0060668;470.52223;507.5922843;549.7243748;600.1287638;655.8085712;718.1106524;790.9821935;872.1403131;954.9540702;1033.851221;1101.170139;1165.468305;1227.867012;1292.037376
*;75;EUR;EQUITY;RET_IDX;0;100;83.14551054;87.72094804;90.58722516;77.90803855;72.75434895;81.21599021;88.67312351;74.68030394;62.36360363;51.74256232;53.10873876;69.87290877;62.36611581;60.03501624;61.37648143;54.36994187;43.98337745;56.94785799;45.02855715;39.40304558;38.4514448;26.26041209;38.15463893;62.0312607;78.95899823;78.70479269;86.88050305;108.7077773;127.703592;103.6268848;96.64632777;96.20163748;155.9530463;213.4083152;197.3491895;156.2753599;150.3111913;175.2486243;238.8852543;224.3065551;289.8881595;334.8631272;378.3581361;373.6762533;394.379628;309.4624959;445.1500494;441.827122;381.4559951;519.9538299
*;75;EUR;IMMOBILIER;RET_IDX;0;100;92.60793515;86.37237048;82.3551683;77.71961835;93.64861687;98.75522643;91.49953562;96.1040632;99.16931775;84.94772292;96.5329214;101.5664173;95.28030014;106.6514758;104.4475713;112.3013724;97.48468714;109.7661336;116.5267124;109.8978263;95.96417329;102.8446084;129.5907945;163.5739783;167.4444419;167.0272639;197.353868;229.8992624;251.0579659;253.7954929;262.7977478;264.644955;275.3221136;317.9978761;347.6443227;403.9618219;523.7871036;663.8361969;857.4648694;835.2759668;993.2142822;1196.234741;1470.041638;1485.742275;1537.920546;1448.694841;1550.30559;1539.211549;1537.660276;1454.489875
*;76;EUR;VALN;DEF;0;1;1.003341126;1.002961568;0.996350581;0.980889679;0.957865558;0.932278629;0.902255673;0.8670595;0.831951197;0.798660897;0.763584155;0.725673141;0.686136006;0.645345151;0.604325628;0.560275516;0.513577187;0.468696575;0.421613222;0.379784734;0.344099793;0.315266486;0.293432077;0.275463005;0.258581261;0.241472692;0.223283346;0.202884132;0.17939239;0.155636119;0.134521628;0.114620638;0.097855533;0.083266699;0.070637585;0.059872647;0.050925215;0.04322862;0.036459844;0.03044194;0.02514208;0.020915701;0.017462298;0.014780256;0.012739016;0.011142501;0.00985323;0.008867883;0.008055346;0.007331278
*;76;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.8512926;101.9548192;104.1150127;107.220946;110.9925212;115.9200416;122.1447879;129.3939214;137.4468429;147.0979077;158.390845;171.400418;186.4518474;203.7216881;224.4247916;249.4131076;278.2128796;313.4727591;352.6189929;394.6886819;436.0198167;473.0732645;507.7151225;543.4124846;582.9908585;629.7465052;690.6646311;776.6723882;887.6619964;1017.120701;1175.244622;1350.27308;1554.873978;1792.581037;2065.056328;2372.659145;2723.243267;3130.833597;3620.737255;4209.99169;4850.978554;5540.984798;6232.4176;6865.79627;7411.088;7878.563582;8212.265621;8442.247873;8613.194852
*;76;EUR;EQUITY;RET_IDX;0;100;95.79923836;103.6157029;115.688112;118.3276565;114.4553283;154.8717014;144.5449575;147.7212307;157.3846832;141.5738557;128.7324677;90.72176015;112.0088862;145.8345143;140.2692315;181.0264746;192.5283005;254.9973907;231.825699;367.2098815;345.2933914;243.9738768;265.4475929;338.6362153;536.1873919;919.8834237;1042.844974;1355.461701;1729.398654;1541.023458;1712.085767;1941.177691;1955.582038;2547.367132;3342.58097;4056.262217;5331.760537;6588.158324;7662.277754;8364.27462;10455.67763;10381.10591;10088.08581;7110.94013;4948.269584;8224.864821;7025.741191;8187.940878;8156.79934;9446.307948
*;76;EUR;IMMOBILIER;RET_IDX;0;100;111.3996208;110.7571486;116.2056209;113.2032112;110.7902558;122.4808264;132.1010716;124.3799478;133.9874341;137.7644874;143.5226176;155.7999073;162.4247029;190.3782496;196.2024819;224.09562;244.2938724;310.6026314;353.0140366;366.5878109;408.9614692;366.3584532;415.0508562;463.4692393;609.2761129;748.6517868;865.4867338;1075.66737;1182.777881;1209.928128;1596.076218;1671.323704;1984.65586;2504.591011;2753.46418;3252.22098;3698.882786;4362.075026;6017.707024;8177.175655;9541.574518;11367.4905;11415.86217;11440.87133;12836.0101;16459.27281;16986.98221;17247.23752;19129.01135;22288.18211
*;77;EUR;VALN;DEF;0;1;1.003341126;1.007023883;1.011992338;1.016237663;1.021177132;1.024678235;1.021674846;1.014301348;1.002422279;0.991567092;0.981032729;0.972341534;0.968166438;0.968105681;0.970302313;0.975971716;0.983068003;0.987601335;0.988087382;0.986425009;0.980620744;0.972803094;0.961227369;0.945526602;0.919950607;0.887333029;0.857381516;0.827062638;0.795286983;0.767386148;0.744873963;0.725147005;0.708444119;0.693357775;0.681838492;0.669583923;0.654780188;0.636725726;0.617479773;0.599590807;0.583510295;0.568260485;0.551028726;0.533520817;0.51484905;0.496442707;0.481647692;0.467440799;0.452209691;0.434834538
*;77;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.5275481;100.9364773;101.6477682;102.4893316;103.6947312;105.5079505;108.2088539;111.6020365;115.4024003;119.4729642;123.7085079;127.9040341;132.2113734;136.6327978;141.6359002;146.7952855;152.5686388;159.2358465;166.3123574;174.173028;183.0476676;193.5534296;205.953772;221.0906492;238.8216836;257.6090907;277.5410549;298.7083577;319.9164758;339.9636252;359.8400562;379.0198353;397.0151244;414.0015913;431.5296061;450.2452301;472.0298193;493.9690193;515.8768404;536.6523016;557.0070117;578.3052937;601.6294235;627.8196149;656.121379;684.0342423;711.8227966;741.779659;777.3376859
*;77;EUR;EQUITY;RET_IDX;0;100;73.83663364;60.27845576;53.22640727;53.98220139;37.9641901;28.0748474;21.02874331;23.48795085;17.31870274;23.34001879;24.66722897;25.45618728;36.25915111;26.91677803;23.38035576;18.00370168;18.50189798;15.14785974;12.48585542;9.997316741;10.88020493;11.14186739;15.44247904;24.04764529;22.53229195;23.1717279;25.0985589;32.65592324;34.83064673;41.47046927;46.00621398;45.18574225;29.54395202;34.2428953;38.93701158;57.23584984;69.39899915;64.66636345;57.20119971;49.50748976;46.87345328;45.35673584;61.97471929;58.97874112;50.57187404;59.53277682;65.78426835;64.65383202;66.32861219;59.62426515
*;77;EUR;IMMOBILIER;RET_IDX;0;100;91.77653734;77.63840636;82.59913934;75.80992505;72.52190406;72.16840055;58.64585484;61.97863341;48.99975604;47.9127111;40.98606419;30.91623843;33.55555419;31.23830707;28.97347747;30.06005055;31.77837044;38.64890514;39.42261237;34.35156829;34.45571601;35.83537298;41.94416919;49.99200216;56.90336489;51.75344749;60.3233239;73.22384155;75.96442222;70.10386587;67.20288436;73.2110947;71.5589433;63.11337805;74.41274198;87.03814311;89.13992411;93.6327796;92.33349643;88.99152985;84.87495153;102.7695154;89.38596827;91.91483527;96.39597023;92.087951;99.06580556;101.3310832;108.5457496;127.2447605
*;78;EUR;VALN;DEF;0;1;1.003341126;1.0044903;0.997279902;0.987054901;0.970064559;0.945760027;0.918379377;0.885096292;0.838480108;0.784746974;0.726981498;0.67784975;0.632475766;0.597648653;0.575128663;0.558800311;0.545290355;0.532343564;0.516181497;0.497491943;0.477432957;0.4536259;0.421573475;0.385908403;0.347647185;0.31389276;0.285509601;0.260959804;0.237825702;0.219086688;0.203546985;0.189552814;0.177404894;0.165040308;0.154190092;0.145091743;0.136346473;0.128828716;0.121424644;0.1140883;0.106709498;0.100180714;0.09508365;0.090761761;0.086767977;0.082564219;0.078166676;0.073310272;0.068310935;0.063446698
*;78;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.6709202;101.8487424;103.3988677;105.605611;108.4936966;112.075908;116.5673216;122.9633227;131.1108738;140.8850185;150.4079147;160.0163974;168.1064866;174.0620626;178.289907;181.3328712;184.2128361;187.9479749;192.7958586;198.5986083;205.6452435;216.458442;230.2427384;248.1466051;266.7401395;283.5519885;299.1145092;314.9709129;327.8856503;337.6055477;346.2894537;353.1857423;361.7211074;369.5643043;375.7659646;381.8278844;386.1809913;389.9540808;393.621783;397.8262333;401.0943697;401.0420846;398.8492857;395.4296867;394.4818795;396.0418256;401.6663583;409.8313358;419.6900328
*;78;EUR;EQUITY;RET_IDX;0;100;122.3311846;148.9523603;103.5867948;100.5046283;85.67194654;76.72217741;90.6268367;114.1371145;129.419237;150.7418107;140.0280605;116.0513185;107.3722029;171.3372581;181.5675877;154.1558895;114.5247852;134.0413574;143.0640048;153.2829554;125.294362;130.2905466;99.61654947;116.0922536;137.9597415;143.6710347;181.2494494;289.0037491;274.4135589;372.726431;353.7769762;456.1153114;572.0001123;618.9350667;680.6739357;690.3979491;851.4863116;800.4921807;746.4525914;649.906469;747.7127807;840.8700907;720.1894081;697.467181;658.7850383;679.2973441;1010.41899;718.7713252;598.109551;545.5019102
*;78;EUR;IMMOBILIER;RET_IDX;0;100;103.8838122;126.8525618;100.2732944;98.16340257;95.71388855;91.45419319;105.9052341;132.7999339;154.3074371;166.0017;154.2847185;160.499246;148.770241;134.5319536;126.9178242;120.9195305;119.7112049;141.5016954;154.0279594;145.6321603;151.8889651;192.2040292;200.784266;262.8545758;250.297937;271.6175405;294.4945203;388.8691701;422.4521436;475.5727879;568.3267222;534.242702;619.4558106;713.5375169;726.6534838;875.0411012;927.8274536;1051.822061;1274.494837;1525.214506;1542.639454;1563.064273;1547.290933;1756.227597;1886.552659;1907.609594;2111.66227;2071.495671;1932.299193;1882.200835
*;79;EUR;VALN;DEF;0;1;1.003341126;1.000752064;0.994755011;0.987933953;0.978392867;0.967587068;0.955557126;0.946155205;0.938865547;0.935594924;0.931359653;0.920946661;0.905328932;0.888444819;0.875173443;0.866490616;0.856849624;0.840278449;0.825197477;0.812960055;0.798148287;0.778777386;0.75687399;0.731247213;0.709827571;0.689167324;0.669913606;0.652903012;0.635063633;0.618861732;0.602049086;0.583510305;0.565882695;0.554023326;0.546175061;0.541056201;0.53730234;0.533835986;0.52978475;0.524940554;0.517796463;0.508028283;0.498291404;0.490661386;0.483792332;0.476160458;0.468915329;0.460518763;0.452620321;0.445979561
*;79;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.9727272;101.847795;103.0810874;104.6263465;106.3614076;108.2994829;110.1402013;111.990966;113.5204755;115.0601401;117.3047346;120.1206845;123.2365039;125.8080528;127.4580528;128.6475758;130.4786015;132.2474257;133.6783199;135.3524877;137.5361824;140.4242064;144.0451493;147.6897408;151.1330688;154.4857665;157.6467266;160.8970969;164.0112217;167.0317941;170.4894988;173.2927863;174.6807288;174.808758;174.0583349;172.7143433;171.4579102;170.5854567;170.1016728;170.1416167;170.8833444;171.522205;171.6518627;171.2437031;170.5232137;169.3062984;168.0303552;165.9072882;163.2716906
*;79;EUR;EQUITY;RET_IDX;0;100;98.875254;76.11294431;74.47961604;73.58214305;62.0507662;67.24680846;69.36818383;94.90742185;64.45672513;49.14281353;89.05852877;78.28913664;75.60444932;71.14700599;44.35288048;35.16524082;45.12138714;50.51476755;36.69140975;39.22384907;49.55850681;45.98002643;40.23653565;28.21484207;21.01423789;23.36828471;19.51083939;18.15675894;16.40099105;19.45013111;23.40578922;21.98209676;28.01629084;25.56933147;23.87008928;23.90680125;16.83039129;17.68107764;11.11064315;8.660540193;11.09219398;11.15065307;10.33659585;10.46588954;10.06525898;10.62599361;11.76973139;11.38551714;10.19793594;11.23372399
*;79;EUR;IMMOBILIER;RET_IDX;0;100;114.5891269;106.3382624;101.4883859;115.5666327;110.1803218;125.8036426;109.0037407;113.9337803;98.15321155;89.57185899;101.0631362;96.96077216;98.46967907;95.22815346;85.26819854;96.34483056;117.9477733;112.9695964;96.72076038;100.089767;106.0102856;93.94283252;95.75015492;71.33773725;79.97609124;76.23315769;68.28729993;71.85016678;71.05654731;79.34948572;77.77163481;86.63541646;73.53235926;67.28340903;65.21584594;71.44875136;63.95578435;57.63863943;51.75791647;55.26556644;60.13735324;57.05102466;51.75337625;57.01578309;64.89400923;66.2894356;67.96446428;59.85857231;57.77838785;72.95942142
*;80;EUR;VALN;DEF;0;1;1.003341126;1.008746821;1.01770562;1.027051219;1.038516727;1.052243582;1.067011612;1.082397933;1.098117931;1.114994979;1.131169941;1.145027779;1.155701429;1.159530249;1.155488816;1.141946813;1.121834995;1.094267683;1.057864082;1.016374553;0.971468635;0.928644906;0.886876522;0.847430858;0.809822551;0.781409585;0.754138069;0.730788698;0.706726355;0.686441387;0.670042453;0.655985976;0.642300669;0.627806825;0.614961938;0.602198919;0.591412309;0.579988682;0.565277117;0.546306565;0.526846297;0.508005592;0.494152348;0.482060866;0.470065941;0.457481197;0.444089647;0.42873583;0.414363439;0.399653791
*;80;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.6241603;100.8065837;100.9949431;101.1290727;101.2697196;101.3470221;101.5344199;101.6952372;101.9307898;102.3814176;103.1191572;104.3751323;105.9571341;107.8334469;110.186414;113.0261712;116.4517099;120.5609414;125.25045;130.5047192;135.6634099;141.0327113;146.3605642;151.7036579;156.0051327;159.8551551;162.9438883;165.8733715;167.9114126;168.8838216;168.8426911;168.1280111;167.3748705;166.1901858;165.0520342;163.1512911;161.1658728;159.6401395;158.9176519;157.9297836;156.1987351;152.6099193;148.2101321;143.5657737;138.9387343;134.2706186;130.0410462;125.4260651;120.7440381
*;80;EUR;EQUITY;RET_IDX;0;100;92.17244114;76.49306347;91.87072876;68.05468538;55.4414778;54.22020672;57.5446885;45.76505768;33.45431165;25.53170679;22.59541704;19.96196349;18.88068595;20.4373793;21.33680023;22.3347815;21.37364473;23.74173926;26.75405901;32.00298995;25.1959361;26.54704585;42.24259097;33.89841577;32.35028015;29.99099179;25.02512525;19.48563947;16.06275738;25.32986673;21.82860356;20.99681172;23.56441142;16.18581866;25.37654345;21.21248126;18.52405549;21.14235313;24.85860298;26.8094703;18.79715143;16.43509391;18.33594296;24.34515491;22.28582955;24.34209187;25.66380348;31.49670592;37.11522698;37.79075484
*;80;EUR;IMMOBILIER;RET_IDX;0;100;94.562551;88.95774829;86.71757219;79.37811785;71.03660295;67.87341188;65.28570294;63.81120251;62.41182503;55.19197116;46.7317419;43.98517138;49.51001543;50.33425851;52.77786686;54.09289684;56.85295081;61.9791168;66.66565024;75.09495925;71.68330977;72.19421667;80.98737573;75.79614235;74.60215556;83.60601907;69.46244248;73.3489246;61.67046423;59.49213009;60.88434708;69.18355435;71.64080425;73.6624801;71.30560528;68.77515866;72.54744862;83.45716838;91.24942605;87.40593619;97.46736625;82.81746904;89.99902445;98.82725835;94.53432881;93.92090807;111.0729133;117.5788747;123.918531;113.0850496
*;81;EUR;VALN;DEF;0;1;1.003341126;1.007367351;1.005858492;1.002507859;0.998810819;0.992305941;0.990422914;0.989171676;0.991820077;0.993142992;0.992385711;0.991492811;0.991847365;0.988649763;0.983801479;0.97981205;0.974840773;0.969017037;0.968577362;0.969243471;0.971372052;0.97332265;0.975571061;0.979590637;0.983007008;0.98625937;0.985229003;0.980877797;0.975293202;0.965755351;0.953161918;0.940010446;0.927236867;0.916204055;0.905880244;0.89462119;0.885467069;0.878561169;0.873967577;0.870223964;0.870182539;0.870423925;0.868627185;0.866171374;0.858496343;0.849338151;0.840169883;0.83126544;0.820990246;0.810648538
